MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3.8621,42,3.967889908256881,0.9541284403669725,811,3.720183486238532,33.81,-118.27
5.2769,18,6.135549872122762,0.9948849104859335,1131,2.8925831202046037,38.36,-122.81
2.3098,39,3.7824074074074074,1.001543209876543,2536,3.9135802469135803,34.07,-118.04
3.5541,20,3.8488372093023258,1.0465116279069768,857,1.9930232558139536,37.64,-122.06
3.1964,16,4.312594840667678,1.0515933232169954,4203,3.1889226100151746,37.3,-121.83
2.7188,20,5.443946188340807,1.1076233183856503,504,2.2600896860986546,38.93,-122.89
3.4741,17,5.481149012567325,1.0682226211849193,1434,2.5745062836624775,38.41,-122.07
2.3516,21,4.540983606557377,0.9918032786885246,426,3.4918032786885247,35.97,-119.42
2.8661,36,4.645468998410175,1.0365659777424483,2392,3.8028616852146264,34.07,-117.77
3.016,32,4.2,0.8987012987012987,1153,2.994805194805195,34,-117.42
3.5833,50,4.3386004514672685,0.963882619,1049,2.3679458239277653,37.78,-122.5
2.9583,20,5.490566037735849,1.100628931,422,2.6540880503144653,34.92,-118.27
3.4676,21,4.327981651376147,1.0466360856269112,3188,2.437308868501529,34.18,-118.87
3.8672,42,4.416666666666667,0.9824561403508771,776,3.4035087719298245,33.9,-118.07
6.5743,10,7.072864322,1.0829145728643217,1181,2.9673366834170856,33.72,-117.77
2.8906,33,4.3408284023668635,1.026035503,2368,2.8023668639053256,33.89,-118.13
3.6995,13,4.94212963,0.9930555555555556,779,1.8032407407407407,38.69,-121.3
3.1979,20,5.186676994577847,1.027110766847405,3687,2.8559256390395045,32.83,-116.99
3.9028,35,5.713761467889908,1.0697247706422017,1974,3.622018348623853,34.69,-118.16
3.8589,16,5.267605633802817,1.0492957746478873,778,2.73943662,38.36,-123.02
6.1872,19,7.415686274509804,1.0431372549019609,678,2.6588235294117646,38.66,-121.27
5.27,26,5.721100917431193,0.9688073394495413,1546,2.836697247706422,34.12,-117.82
2.4038,46,3.6126543209876543,1.0848765432098766,2371,3.6589506172839505,34.07,-118.26
3.9728,12,4.938574938574939,1.0368550368550369,784,1.9262899262899262,37.05,-122.03
2.7143,34,3.55,0.9763157894736842,1716,4.515789473684211,33.79,-118.25
3.6719,52,5.465753424657534,1.0753424657534247,1024,3.506849315068493,34.16,-118.13
4.6731,36,4.945454545454545,0.9854545454545455,909,3.3054545454545456,33.91,-118.06
2.5685,26,4.517777777777778,1.028888888888889,618,1.3733333333333333,33.61,-117.72
2.621,28,4.790152403282533,1.0211019929660023,1973,2.313012895662368,34.1,-117.76
4.2216,17,5.606080634500992,1.0508922670191672,3362,2.2220753469927295,38.51,-121.54
2.3152,10,3.4055944055944054,1.1048951048951048,631,2.2062937062937062,37.97,-122.04
4.849,7,6.618212197159566,1.2046783625730995,2863,2.391812865497076,35.15,-120.64
2.8942,27,5.229166666666667,1,470,2.4479166666666665,38.13,-121.3
3.2687,22,4.728888888888889,1.06,1420,3.1555555555555554,32.58,-117.08
4.5208,32,4.606459330143541,1.076555023923445,1456,1.7416267942583732,34.03,-118.49
6.0842,18,7.675,1.05,368,3.066666666666667,38.26,-121.99
4.1429,39,4.732793522267206,0.979757085,612,2.477732793522267,34.19,-118.41
2.1731,29,5.086956521739131,1.0031055900621118,942,2.9254658385093166,36.29,-119.12
3.1306,45,4.347626339969372,1.0689127105666156,1768,2.7075038284839206,34.12,-118.26
2.6375,19,3.4441717791411044,1.0834355828220859,1546,1.8969325153374232,33.92,-118.36
4.25,37,5.346067415730337,1.0382022471910113,1327,2.9820224719101125,33.93,-118.32
7.5,15,8.579281183932347,1.080338266384778,1580,3.3403805496828753,32.78,-116.91
4.2065,52,5.6826484018264845,0.997716895,1101,2.5136986301369864,34.16,-118.11
2.1976,52,4.590322580645161,1.1370967741935485,1519,2.45,38.11,-122.25
5.2067,21,5.695652173913044,1.020703933747412,1432,2.9648033126293996,34.29,-118.71
3.455,34,4.415233415233415,0.9705159705159705,1162,2.8550368550368552,38.31,-122.3
4.5,36,6.332185886402754,1.0550774526678142,1366,2.351118760757315,37.66,-121.01
2.3042,36,4.461538461538462,1.1418269230769231,822,1.9759615384615385,32.75,-117.24
3.6726,38,4.221843003412969,1.0170648464163823,1073,3.6621160409556315,34.29,-118.43
1.1576,44,3.279620853080569,0.976303318,398,1.886255924170616,40.87,-124.09
3.0132,44,4.905660377,1.0943396226415094,392,3.698113208,33.93,-118.36
3.7697,13,5.528662420382165,0.9968152866242038,993,3.162420382165605,36.79,-119.69
3.8024,18,5.105882352941176,0.9949579831932773,1904,3.2,32.82,-116.95
1.7614,21,4,1.0564516129032258,511,4.120967741935484,35.35,-118.98
3.058,34,5.366228070175438,1.1030701754385965,1077,2.361842105263158,38.62,-121.36
2.8493,23,5.090311986863711,0.9901477832512315,1515,2.4876847290640396,35.31,-120.84
3.6094,29,4.930434782608696,1.0826086956521739,2331,3.378260869565217,34.09,-118.01
8.3837,6,8.063268892794376,1.055360281195079,3637,3.195957820738137,37.18,-121.84
9.0243,14,7.876106194690266,0.9911504424778761,764,3.3805309734513274,37.92,-121.99
11.1228,17,8.586705202312139,1.0115606936416186,1180,3.4104046242774566,33.83,-117.8
5.3154,18,5.4574898785425106,0.9635627530364372,631,2.554655870445344,34.66,-120.11
1.7333,19,5.425196850393701,1.125984251968504,355,2.795275590551181,40.45,-120.36
4.7143,35,6.103092783505154,1.0309278350515463,572,2.948453608247423,37.65,-122.09
4.4561,12,6.094874591057797,1.0261723009814614,3018,3.2911668484187566,35.41,-119.12
1.0714,31,3.012323943661972,1.216549295774648,1092,1.9225352112676057,33.77,-118.19
6.5778,46,6.561194029850746,1.0507462686567164,839,2.5044776119402985,33.97,-118.39
3.5938,44,5.047970479704797,1.022140221402214,899,3.3173431734317345,33.92,-118.16
4.4886,21,6.451193059,1.0737527114967462,1313,2.8481561822125814,37.5,-120.82
3.1642,24,3.2353966870095903,1.0392327811682651,1764,1.5379250217959894,34.03,-118.41
6.4967,15,6.180904522613066,1.1231155778894473,1049,2.635678391959799,33.66,-117.82
7.2909,14,6.176136363636363,0.9375,365,2.0738636363636362,36.82,-119.83
